Registro,Dispositivo,Fecha de nacimiento,Género,¿Qué tan satisfecho está con su vida actualmente?,¿Hasta qué punto siente que las cosas que hace en su vida diaria valen la pena?,"<b>Pensando en tu bienestar emocional, ¿qué tan feliz o ansioso(a) te sentiste ayer?</b>",<b>¿Qué aspecto cambiarías en Tuluá para mejorar tu bienestar y el de los demás?</b>,¿Mejorarías algo en tu Barrio?,¿En que barrio resides y que harías para mejorarlo?,Duración
2024-12-07 09:44:24,teléfono,1966-04-24,female,5,6,Temo por mi vida,"La seguridad,que haya oportunidades labirakez obra todos los ciudadanos,que los jóvenes tengan mas campo de acción ,educación y deporte y otras actividades más,que se restauren las calles muchos huecos por donde se transite,en fin debemos mejorar, ...mas autoridad pendiente del pueblo,menos corrupci",SI,"Seguridad,calles restauradas,parques temáticos,autoridad al cuidado de lis ciudadanos y no chateando.",04:55
2024-12-07 10:54:11,teléfono,1960-05-05,male,,,Feliz,Creo mas hayuda para lo de la calle,SI,Los servicios,03:15
2024-12-07 11:39:02,teléfono,1968-06-08,female,10,9,Muy Feliz,Darle oportunidad a las personas mayores para acceder a oportunidades de trabajo,SI,"Barrio victoria, la inseguridad",01:39
2024-12-07 13:58:35,teléfono,1985-07-29,male,10,10,Neutral,La seguridad,SI,"Br Av Cali. Inseguridad, aprovecharía y mejoraría el tramo del río desde la calle 34 hasta la cancha",01:55
2024-12-07 14:43:49,teléfono,1980-04-14,male,4,6,Un poco ansioso,"Seguridad en la ciudad es lo más importante, conbatir la estorsion de manera definitiva.  no estamos tranquilos a ningún momento por que uno sabe a que horas le van a pedir algo.",SI,Pavimentación hay varias calles si paimentar  Buenos aires,05:00
2024-12-07 14:53:33,teléfono,1991-01-28,male,4,4,Temo por mi vida,Totalmente mejorar la seguridad de todo los ciudadanos.,SI,Barrio fatima. Kay de policía en el parque de la familia,04:36
2024-12-07 15:47:24,teléfono,1982-04-06,male,10,10,,Lo dirigentes de la alcancía,SI,,01:22
2024-12-07 16:38:33,teléfono,1977-09-02,female,3,1,Muy Feliz,,SI,"Nuevo farfan gestonar pavimento, parques, escenario deportivo organizandolos",02:04
2024-12-07 16:41:55,teléfono,1977-09-02,female,1,4,Muy Feliz,"Mas oportunidades laborares por medio de proyectos, y apoyar el emprendimiento",SI,"Barrio nuevo farfan la seguridad,  los escenarios  deportivos el arreglo de los parques y gestionar pavimento  y repavinento",03:07
2024-12-07 16:58:56,teléfono,1961-10-11,male,,4,Temo por mi vida,Extorsión continúa,SI,Fachada de casas de color blanco,01:45
2024-12-07 17:01:54,teléfono,1985-06-29,female,9,8,Feliz,Seguridad,SI,Infraestructura vial,01:18
2024-12-07 18:25:14,teléfono,1956-01-09,female,7,8,Feliz,,SI,,01:00
2024-12-07 20:02:41,teléfono,1963-12-01,male,10,10,Muy Feliz,La seguridad hay muchos homicidios por extorsión..,SI,Barrio San Pedro Claver. Más compromiso con parques están abandonados no hay zonas de recreación.. so zonas de excrementos de perro y consum,10:06
2024-12-07 20:39:03,teléfono,1962-01-21,female,,10,Muy Feliz,,SI,,00:53
2024-12-07 20:45:29,teléfono,1962-09-14,female,8,8,Neutral,Bajar el costo de los servicios públicos y mejorar las entidades prestadoras de servicios de la salud,SI,Barrio popular trataría de conseguir que arreglen el parque del barrio pues está muy desmejorado,04:55
2024-12-05 21:59:42,teléfono,1975-01-10,male,7,9,Neutral,"Sin ser clasista, yo implementaria una campaña en los estractos bajos para que planifiquen muy bien su familia y no tengan tantos hijos, que no pueden educar bien",NO,"Barrio bolivar, la verdad es un muy buen barrio para vivir",37:24
2024-12-07 21:47:52,teléfono,1969-02-20,female,,,Feliz,Mejor trabajo un buen emprendimiento contando con los recursos para tener un sistema de vida sin tantas falias y poder tener una casa propia y mi negosio,SI,La seguridad controlar más las drogas es el peor viros,05:36
2024-12-07 22:40:26,teléfono,1990-04-04,male,7,8,Un poco ansioso,La cultura vial y los planes para embellecer la ciudad y atraer inversión,SI,"En el barrio Lomitas realizaría la pavimentación de varias cuadras, entre ellas la Cra 46 y Cra 45",02:05
2024-12-07 23:23:41,teléfono,1993-04-01,male,10,,Temo por mi vida,El sistema policial,SI,Agua clara más autorida,01:48
2024-12-08 00:25:31,teléfono,1963-07-09,male,7,6,Feliz,El copro de Servicios Públicos,SI,Ajuaclara la Segurida la Cultura de las Personas,03:10
2024-12-08 02:44:47,teléfono,1988-06-15,female,4,10,Muy Feliz,"Más seguridad al comerciante, que alumbren todo Tuluá como antes, que las citas sean menos demoradas, que le bajen al cobro del aseo en los servicios públicos",SI,Quitar un matorral que está sobre la carrera 18 a progresar y hagan un parque para niños y adultos,02:35
2024-12-08 05:03:54,teléfono,1958-08-29,male,5,7,Muy ansioso,Seguridad en la ciudad,SI,Centro. Seguridad,02:07
2024-12-09 16:51:29,teléfono,1975-04-18,female,9,10,Feliz,El terminal,SI,,01:43
2024-12-09 16:56:14,teléfono,2015-01-01,male,5,8,Un poco ansioso,Seguridad. Desempleo.,NO,Victoria,01:02
2024-12-09 18:07:32,teléfono,1958-06-30,female,10,10,Muy Feliz,Más oportunidades de trabajo,SI,Seguridad,00:52
2024-12-09 18:17:23,teléfono,1973-08-02,male,10,7,Feliz,MAS SEGURIDAD Y MAS EMPLEO,SI,PEÑARANDA Y ACABAR LAS CARRETILLAS DA PESAR COMO MALTRATAN LOS CABALLOS,03:20
2024-12-09 20:12:18,teléfono,1984-08-15,female,8,8,Neutral,Q haya más seguridad y q en los colegios enseñen la urbanidad de carreño,NO,"Nuevo príncipe ,que haya más seguridad",02:10
2024-12-09 21:02:03,teléfono,1982-03-08,female,7,8,Feliz,Seguridad  Empleabilidad,NO,Esperanza,02:05
2024-12-09 21:03:58,teléfono,1963-07-09,male,2,8,Neutral,El Alcalde,SI,Aguaclara,01:48
2024-12-09 22:14:33,teléfono,1989-05-04,male,9,10,Inseguro,Primero la seguridad segundo el bienestar en cada barrio la pavimentación en ellos y más fuerza pública integración con las familias paseos en la comunidades eso se perdió integración más oportunidad de empleo y estudio,SI,San Franciscos k lo pavimenten por un lado y la seguridad la integración de los jóvenes los niños hacer de sus vidas un mejor bienestar,03:47
2024-12-09 22:17:21,teléfono,1982-11-15,male,6,7,Neutral,"La cultura y la educación de los habitantes, hay mucho desorden y poca empatía.",SI,"En pueblo nuevo, mejoramiento en las vías y señalización en la carrera 19",03:34
2024-12-09 22:19:09,teléfono,1984-11-01,female,10,10,Muy Feliz,Pagar mis deudas,SI,Vivo en el cóndor 2 y terminaría nuestro parque,01:52
2024-12-09 22:16:29,teléfono,1957-05-24,male,1,5,Temo por mi vida,Que no dejen que tulua se derrumbe así como está vamos para el abismo cuando se a vía visto un diciembre sin alumbrado el rio tulua el sitio de reunión de los tulueños cada año día de las velitas se acabaron con mi tulua,SI,Seguridad general caminamos con miedo con sosobra escuchamos una moto y el corazón se agita,11:10
2024-12-10 12:56:09,teléfono,1980-04-29,male,6,7,Neutral,El alcalde ese señor no sirve para nada solo ataca al trabajador es un avaro,SI,,01:34
2024-12-10 12:56:44,teléfono,1970-03-28,male,8,6,Muy ansioso,Una mejor administración municipal,SI,Tomas uribe combatir el microrafico,03:06
2024-12-10 12:57:34,teléfono,1974-10-04,male,8,9,Feliz,La delincuencia y el acoso de las autoridades a la gente trabajadora,SI,Portales de riopaila que las autoridades estén más pendientes del ruido tan elevado por la música en varias casas q la policía llegue cuand,02:33
2024-12-10 13:04:53,teléfono,1981-03-14,male,8,9,Feliz,Mas seguridad. Para erradicar por completo con la extorción y el sicariato. Y atención uegente al barrio guayacanes que lo convirtieron en un conpleto basurero y nadie hace nada para corregir esto. Es una verguenza para la ciudad.,SI,"Barrio guayacanes   ya que lo convirtieron en un basurero, corregir esto y paimentarlo",07:52
2024-12-10 13:13:21,teléfono,1966-06-07,male,3,6,Un poco ansioso,La inseguridad  es peor problema que  tenemos junto a  la  extorcion y  la  falta de oportunidad  dr empleo  para  muestros  hijos  y demas poblacion,SI,Las  vias aledañas,04:24
2024-12-10 13:32:49,teléfono,1963-05-13,female,10,,Neutral,,SI,Reforzar la seguridad,01:44
2024-12-10 13:33:02,teléfono,1984-07-02,male,9,9,Muy Feliz,"La seguridad, más presencia del mandatario con los tulueños",SI,Mejorar las calles (pavimentar) Nuevo príncipe,02:09
2024-12-10 13:39:50,teléfono,1985-10-29,male,7,5,Neutral,al pueblo le falta más inversión en los niños Para que eesten ocupados aprendiendo algo y no el la calle cojiendo vicios,SI,"ma policía patrullando, se demoran mucho en pasar de nuevo.",03:44
2024-12-10 14:04:17,teléfono,1981-05-23,female,8,9,Feliz,"la seguridad social. libertad para construir empresa, salir sin miedo por la ciudad",SI,nuevo alvernia. apoyar con recursos la seguridad. Requerimos autoridad estratégica para todo Tuluá.,03:28
2024-10-22 22:56:22,teléfono,1980-07-17,male,8,8,Feliz,"Seguridad, confianza en las instituciones, que podamos iniciar cualquier negocio sin temor a que nos quieran extorsionar, que podamos andar libremente sin que tránsito quiera hacernos un comparendo por cualquier cosa, que de verdad se aplique la norma para prevenir accidentalidad y bienestar.",SI,"Buenos Aires, pavimentación, señalizacion de las vías, enbellecimiento de sus parques con bancas y zonas de diversión y deporte.",54:11
2024-12-10 14:52:06,teléfono,1977-01-14,female,3,10,Neutral,"Que se impulsará más empleo y permitieran que empresas se fijaran en Tuluá, dándoles un alivio de impuestos con la condición que los empleados sean todos de Tuluá, eso es paz y bienestar no solo llenar los bolsillos del alcalde y su comitiva por el periodo, sino el pueblo en conjunto",SI,Las vías son pésimas y se pagan el predial bien alto,05:13
2024-12-10 16:21:29,teléfono,1975-11-01,female,6,,Neutral,El desempleo,SI,Agua clara le daría un poco más de proyectos de recreación para los niños y mejoramiento en la vía  de la carrilera está en muy mal estado,05:34
2024-12-10 17:43:41,teléfono,1971-06-02,male,10,9,Muy Feliz,"La seguridad, más fuentes de empleo como obras civiles me concentraria en ayudar en la parte espiritual los retiros son clave",SI,Victoria creo que es un barrio muy agradable y la verdad no sé que mejorar está muy bien ubicado y es muy tranquilo,09:31
2024-12-10 18:01:16,teléfono,1963-01-30,male,,10,Muy Feliz,La. Falta de sentido de pertenencia hay gente que hace si  no criticar  pero no da ideas. Positivas,SI,Call 26 a la. Calle del sancocho la seguridad el barrio es.muy sólo,05:44
2024-12-10 18:20:18,teléfono,1996-07-04,female,6,4,Muy ansioso,La falta de empleo y las trabas al vendedor informal y/o ambulante,NO,"Portales del rio, el sector donde vivo es agradable, con buena convivencia",02:41
2024-12-10 21:30:19,teléfono,1973-04-15,male,5,10,Muy ansioso,El respeto en las vias los semáforos los pares los domiciliarios ni respetan creo que cuando hubo los reductores de velocidad de tres funcionaba mucho,NO,Limonar,07:19
2024-12-10 21:38:23,teléfono,1994-01-28,female,,6,Temo por mi vida,Más espacios de diversión familiar,SI,Portal de San Felipe la iluminación y seguridad,01:47
2024-12-11 06:05:21,teléfono,1956-02-19,male,9,8,Feliz,La vieja terminal.ese lugar debe transformar la ciudad.y los parques.mas equipos para trabajo fisico..se debe impactar el turismo con un cable desde la marina a estambul.,SI,Seguridad y mejor centro de salud.,04:11
2024-12-11 11:43:26,teléfono,1965-06-21,male,8,8,Feliz,La seguridad y el empleo,SI,Principe semáforos,02:36
2024-12-11 15:41:54,teléfono,1964-11-01,female,7,6,Neutral,Más oportunidades alos jóvenes de trabajo y universidades alos estractos 1 2 3 gratis,SI,Sampedro clavel  los parque hacer gimnacio para los adultos,05:48
2024-12-11 16:10:40,teléfono,1962-03-19,male,9,,Feliz,"La seguridad,están extorsionando bastante nuevamente",SI,"Alameda 1,el ruido de los vecinos cuando sacan los parlantes a la calle y les ponen mucho volumen",02:46
2024-12-11 16:21:13,teléfono,1967-01-15,female,8,9,Neutral,"Pertenezco al gremio docente y la verdad todo i a muy bien con el final de Año escolar, pero en mi Institución, María Antonia Ruiz, se daño la felicidad de haber logrado el primer puesto en el ICFES, por la actitud del señor Vidales, con nosotros. En lugar de motivarnos, sentimos que se extralimita.",SI,"El manejo de las mascotas, demasiado ruidosas y no tienen control de sus amos para los desechos",04:22
2024-12-12 00:03:52,teléfono,1969-04-09,female,10,10,Feliz,"No solo en Tulua sino en todo el mundo, ser más seres humanos",SI,En todos los barrios la seguridad,05:01
2024-12-12 15:17:39,teléfono,1984-07-13,male,8,10,Feliz,Seguridad,SI,Alameda,00:37
2024-12-12 21:11:45,teléfono,1967-10-02,female,5,,Neutral,,SI,,02:04
2024-12-13 15:21:59,teléfono,1962-02-28,male,9,,Feliz,Que renuncie el alcalde,NO,,01:31
2024-12-13 18:53:41,teléfono,1970-11-25,female,3,,Neutral,Muchas cosas en especial con nosotros los ciudadanos tulueños,SI,No yo pago arriendo,02:42
2024-11-03 12:19:34,teléfono,1972-03-04,female,10,10,Muy Feliz,"Seguir fortaleciendo la seguridad y seguir de la mano con el Gobierno del Ingeniero Gustavo Adolfo Vélez, para contribuir al desarrollo de la ciudad.",NO,"Socializando todos los programas que ofrece el gobierno local, departamental y nacional buscando que las comunidades se beneficien",21:15
2024-12-14 19:35:42,teléfono,1963-10-08,male,6,,Neutral,,SI,Las vías .están muy malas,01:08
2024-12-14 20:55:41,teléfono,1977-05-21,female,,,Muy Feliz,Más seguridad para el municipio.y fuente de empleos,SI,Barrio el bosque.un parque para los niños,02:46
2024-12-14 22:17:53,teléfono,1972-08-11,female,10,10,Muy Feliz,La inseguridad y más oportunidades laborales,SI,"Vereda los caimos, falta de servicios públicos y pavimento de la vía",01:32
2024-12-15 00:52:07,teléfono,1982-09-03,male,6,6,Un poco ansioso,"El poder conseguir más posibilidades de empleo, el poder acceder a educación de manera más fácil, poder tener más sitios turísticos para entretenerme en la ciudad, más apoyo para los emprendedores.",SI,"Las nieves, me gustaría que las policía hiciera más recorridos, además me encantaría que sacaran a los vecinos ruidosos",02:58
2024-12-19 11:04:52,teléfono,1986-08-02,male,7,10,Muy ansioso,Oportunidades de trabajo,SI,Que no halla tanta bulla y quema de pólvora,01:21
2024-12-19 15:08:47,computer,1966-02-26,female,7,7,Neutral,Más actividades que integren las personas,NO,Avenida Cali,01:07
2024-12-19 15:16:02,computer,1997-05-25,female,8,8,Muy ansioso,,NO,tresrios,00:37
2024-12-19 18:40:08,teléfono,1969-02-20,female,3,3,Neutral,La seguridad la economía proyectos de vivienda para los menos favorecidos sin necesidad de tener una caja de compensación,SI,Bosques de Maracaibo controlar las drogas y el ruido de los equipos de sonido no hay tranquilidad  ni respeto por los besinos enfermos ansia,06:50
2024-12-19 21:39:11,teléfono,1965-01-24,male,,,Muy Feliz,Seguridad,SI,Rural,01:54
2024-12-19 22:07:44,teléfono,1959-07-06,male,10,10,Feliz,Feliz,SI,,00:52
2024-12-20 07:59:25,teléfono,1988-09-25,female,6,7,Neutral,Más cultura ciudadana,NO,El Laguito,01:31
2024-12-20 09:30:07,teléfono,1968-11-26,female,9,,Feliz,La seguridad ciudadana  Mas oportunidades para la gente vulnerable,SI,,01:54
2024-12-20 17:12:51,teléfono,1977-01-11,male,8,9,Feliz,El tema empresarial realizar un trabajo más a fondo para tener en cuenta a la juventud para los diferentes trabajos darle las oportunidades sin tener esa experiencia que algunas exigen claro son reglas empresariales pero todo se puede cuando se quiere. Gracias por darme este espacio,SI,En Buenos Aires el tema de la pavimento falta  es aprovechado por personas para traer sus mascotas a realizar sus necesidades y trae conflic,08:12
2024-12-20 17:42:55,teléfono,1956-06-24,male,7,8,Muy Feliz,Da pesar el abandono de nuestro río..lleno de recicladores q lo ensucian.se drogan.y es imposible transitar  por sus andenes especialmente desde el hotel juan maria al club colonial,NO,Ciudad campestre,04:16
2024-12-20 19:18:25,teléfono,1978-11-17,female,3,3,Sin expectativa,La seguridad y la salud,SI,En pueblo la Moralia corregimiento mas ayudas de aprendisaje a encontrar talentos en  la comunidad,03:21
2024-12-21 09:26:45,teléfono,1970-11-02,male,,8,Feliz,,,"SANTA RITA DEL RÍO, EXCELENTE ECHARLE CARPETA ASFÁLTICA A LAS 2 VIAS Q VAN A LOS COSTADOS  VIA FEREA D SANTA RITA HASTA AGUACLARA",10:34
2024-12-21 10:57:24,teléfono,1979-11-29,female,8,8,Feliz,Mejorar la seguridad,SI,Bosques de Maracaibo tener centro cultural,02:29
2024-12-21 16:21:20,teléfono,1977-04-09,male,3,2,Un poco ansioso,"Campañas de concientización para que haya respeto por todo, por las demás personas, por las normas básicas de convivencia",SI,"Barrio Maracaibo. Es necesario mejorar la seguridad, día a día se pierde y se está viendo mucha indigencia y suciedad.",03:57
2024-12-21 22:53:30,teléfono,1985-06-22,female,10,9,Feliz,La seguridad porque hay muchos miedos a no poder salir por la inseguridad que hay en la ciudad de Tulua eso que debería cambiar  para vivir tranquilo y sin miedos,SI,Barrio la esperanza de mander a patrullar ya por la misma situación de la seguridad,06:25
